3,-80,-120,-120,-94,-120,-120
3,-88,-120,-120,-86,-120,-120
3,-84,-120,-120,-86,-120,-120
3,-88,-120,-120,-92,-120,-120
3,-91,-120,-120,-85,-120,-120
3,-76,-120,-97,-87,-120,-120
3,-82,-120,-97,-91,-120,-120
3,-84,-120,-97,-86,-120,-120
3,-88,-120,-93,-86,-120,-120
3,-85,-120,-95,-92,-120,-97
3,-86,-120,-98,-90,-120,-101
3,-86,-120,-98,-84,-120,-101
3,-80,-120,-98,-95,-120,-101
3,-87,-120,-98,-84,-120,-101
3,-92,-120,-98,-89,-120,-102
3,-84,-120,-98,-85,-120,-102
3,-86,-120,-98,-96,-120,-102
3,-87,-120,-98,-80,-120,-102
3,-81,-120,-98,-86,-120,-102
4,-101,-120,-120,-90,-120,-120
4,-89,-120,-120,-89,-120,-120
4,-83,-120,-120,-86,-120,-120
4,-80,-120,-120,-90,-120,-120
4,-82,-120,-120,-96,-120,-101
4,-86,-120,-120,-95,-120,-101
4,-90,-120,-120,-92,-120,-101
4,-86,-120,-120,-89,-120,-100
4,-90,-120,-120,-86,-120,-98
4,-84,-120,-120,-92,-120,-97
4,-83,-120,-120,-89,-120,-97
4,-77,-120,-120,-92,-120,-97
4,-84,-120,-98,-84,-120,-97
4,-93,-120,-98,-87,-120,-97
4,-86,-120,-97,-92,-120,-97
4,-91,-120,-97,-85,-120,-97
4,-75,-120,-97,-91,-120,-97
4,-76,-120,-97,-92,-120,-97
4,-88,-120,-97,-83,-120,-97
5,-83,-120,-120,-98,-120,-120
5,-82,-120,-120,-91,-120,-120
5,-88,-120,-120,-94,-120,-120
5,-84,-120,-120,-90,-120,-120
5,-87,-120,-120,-90,-120,-120
5,-83,-120,-120,-90,-120,-120
5,-86,-120,-120,-92,-120,-120
5,-84,-120,-120,-90,-120,-120
5,-81,-120,-120,-101,-120,-120
5,-93,-120,-120,-101,-120,-120
5,-86,-120,-120,-90,-120,-120
5,-89,-120,-120,-90,-120,-120
5,-86,-120,-120,-90,-120,-120
5,-81,-120,-120,-92,-120,-120
5,-81,-120,-120,-90,-120,-120
5,-83,-120,-120,-90,-120,-120
5,-83,-120,-120,-92,-120,-120
5,-86,-120,-120,-99,-120,-120
5,-85,-120,-120,-96,-120,-120
4,-75,-120,-120,-86,-120,-120
4,-74,-120,-120,-86,-120,-97
4,-81,-120,-120,-86,-120,-97
4,-81,-120,-120,-86,-120,-97
4,-81,-120,-120,-88,-120,-97
4,-82,-120,-120,-82,-120,-97
4,-77,-120,-120,-86,-120,-97
4,-81,-120,-120,-80,-120,-97
4,-76,-120,-120,-87,-120,-97
4,-77,-120,-97,-81,-120,-97
4,-82,-120,-97,-90,-120,-97
4,-76,-120,-97,-82,-120,-98
4,-82,-120,-100,-86,-120,-98
4,-75,-120,-100,-94,-120,-100
4,-77,-120,-100,-80,-120,-100
4,-78,-120,-99,-88,-120,-99
4,-75,-120,-99,-87,-120,-99
4,-85,-120,-99,-90,-120,-99
4,-78,-120,-99,-88,-120,-99
3,-83,-120,-120,-85,-120,-120
3,-84,-120,-120,-92,-120,-120
3,-81,-120,-120,-94,-120,-120
3,-75,-120,-120,-87,-120,-120
3,-74,-120,-120,-82,-120,-120
3,-75,-120,-120,-88,-120,-120
3,-72,-120,-101,-89,-120,-120
3,-77,-120,-101,-88,-120,-120
3,-85,-120,-101,-87,-120,-120
3,-73,-120,-101,-92,-120,-120
3,-73,-120,-101,-80,-120,-120
3,-85,-120,-101,-88,-120,-120
3,-71,-120,-101,-90,-120,-120
3,-83,-120,-101,-93,-120,-120
3,-72,-120,-101,-90,-120,-120
3,-82,-120,-101,-91,-120,-120
3,-84,-120,-101,-87,-120,-120
3,-83,-120,-101,-84,-120,-120
3,-73,-120,-101,-90,-120,-120
3,-67,-120,-120,-83,-120,-99
3,-68,-120,-120,-79,-120,-100
3,-66,-120,-120,-79,-120,-100
3,-68,-120,-120,-84,-120,-96
3,-69,-120,-120,-86,-120,-98
3,-66,-120,-120,-79,-120,-98
3,-65,-120,-120,-75,-120,-98
3,-75,-120,-120,-75,-120,-92
3,-69,-120,-120,-81,-120,-99
3,-88,-120,-97,-83,-120,-95
3,-70,-120,-101,-92,-120,-94
3,-70,-120,-94,-86,-120,-103
3,-68,-120,-102,-74,-120,-98
3,-73,-120,-102,-82,-120,-94
3,-70,-120,-97,-79,-120,-94
3,-81,-120,-98,-87,-120,-98
3,-73,-120,-99,-74,-120,-99
3,-71,-120,-101,-77,-120,-101
3,-67,-120,-101,-85,-120,-100
5,-84,-120,-120,-90,-120,-95
5,-82,-120,-120,-78,-120,-100
5,-82,-120,-92,-82,-120,-100
5,-77,-120,-90,-70,-120,-91
5,-82,-120,-91,-79,-120,-91
5,-83,-120,-95,-81,-120,-91
5,-94,-120,-94,-81,-120,-91
5,-94,-120,-95,-85,-120,-91
5,-87,-120,-96,-81,-120,-96
5,-92,-120,-97,-79,-120,-96
5,-85,-120,-95,-85,-120,-96
5,-93,-120,-94,-86,-120,-96
5,-86,-120,-96,-85,-120,-96
5,-79,-120,-99,-87,-120,-98
5,-79,-120,-99,-84,-120,-98
5,-83,-120,-95,-84,-120,-103
5,-84,-120,-91,-80,-120,-103
5,-75,-120,-91,-86,-120,-103
5,-87,-120,-93,-79,-120,-95
4,-76,-120,-120,-120,-120,-120
4,-84,-120,-97,-78,-120,-120
4,-72,-120,-97,-76,-120,-100
4,-78,-120,-97,-80,-120,-95
4,-87,-120,-97,-96,-120,-95
4,-82,-120,-100,-91,-99,-95
4,-74,-120,-100,-91,-99,-95
4,-75,-120,-96,-93,-99,-96
4,-76,-120,-96,-94,-99,-90
4,-74,-120,-97,-93,-99,-92
4,-74,-120,-97,-86,-99,-95
4,-81,-120,-92,-83,-99,-98
4,-82,-120,-92,-81,-99,-97
4,-86,-120,-100,-83,-99,-93
4,-74,-120,-101,-83,-99,-98
4,-78,-120,-101,-91,-99,-99
4,-81,-120,-101,-82,-99,-99
4,-83,-120,-101,-82,-99,-95
4,-77,-120,-101,-87,-99,-102
6,-93,-120,-97,-92,-120,-120
6,-86,-120,-93,-92,-120,-120
6,-84,-120,-93,-92,-120,-120
6,-92,-120,-93,-83,-120,-120
6,-79,-120,-93,-83,-120,-120
6,-82,-120,-100,-84,-120,-120
6,-81,-120,-99,-81,-120,-120
6,-86,-120,-99,-79,-120,-120
6,-86,-120,-86,-82,-120,-120
6,-82,-120,-89,-84,-120,-120
6,-87,-120,-96,-73,-120,-120
6,-87,-120,-92,-83,-120,-120
6,-83,-120,-96,-89,-120,-120
6,-84,-120,-90,-87,-120,-120
6,-80,-120,-90,-73,-120,-120
6,-95,-120,-100,-84,-120,-120
6,-94,-120,-93,-95,-120,-120
6,-79,-120,-94,-74,-120,-120
6,-79,-120,-98,-80,-120,-120
7,-82,-120,-86,-80,-97,-120
7,-82,-120,-87,-76,-97,-120
7,-88,-120,-82,-81,-97,-120
7,-84,-120,-97,-81,-99,-120
7,-85,-120,-89,-73,-99,-120
7,-87,-120,-95,-74,-99,-120
7,-87,-120,-95,-74,-99,-120
7,-90,-120,-96,-77,-99,-120
7,-88,-120,-87,-73,-99,-120
7,-86,-120,-97,-93,-99,-120
7,-94,-120,-87,-84,-99,-120
7,-88,-120,-98,-72,-99,-120
7,-86,-120,-87,-77,-99,-120
7,-95,-120,-97,-74,-101,-120
7,-97,-120,-89,-78,-102,-98
7,-84,-120,-86,-74,-102,-98
7,-97,-120,-98,-85,-102,-98
7,-89,-120,-86,-70,-97,-98
7,-88,-120,-94,-77,-97,-98
9,-93,-120,-76,-85,-120,-98
9,-102,-120,-78,-76,-120,-93
9,-90,-120,-72,-74,-120,-95
9,-94,-120,-76,-79,-120,-95
9,-99,-120,-77,-71,-120,-96
9,-98,-120,-69,-72,-120,-94
9,-98,-120,-77,-85,-120,-98
9,-94,-120,-82,-88,-120,-98
9,-94,-120,-86,-80,-104,-98
9,-94,-120,-70,-81,-104,-98
9,-95,-120,-92,-81,-104,-98
9,-97,-120,-78,-75,-104,-98
9,-97,-120,-82,-80,-104,-98
9,-97,-120,-78,-76,-104,-100
9,-96,-120,-72,-78,-104,-100
9,-95,-120,-71,-79,-104,-99
9,-93,-120,-78,-79,-104,-99
9,-95,-120,-71,-78,-104,-96
9,-96,-120,-71,-85,-104,-99
9,-86,-120,-82,-120,-120,-120
9,-85,-120,-92,-65,-120,-101
9,-88,-120,-84,-70,-120,-101
9,-86,-120,-86,-71,-120,-101
