60.00000000000000 1:0.2307692307692308 2:-1.000000000000000 3:-1.000000000000000 4:-0.2972972972972973 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:-0.01538461538461533 2:-1.000000000000000 3:-1.000000000000000 4:-0.08108108108108103 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:0.1076923076923078 2:-1.000000000000000 3:-1.000000000000000 4:-0.08108108108108103 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:-0.01538461538461533 2:-1.000000000000000 3:-1.000000000000000 4:-0.2432432432432432 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:-0.1076923076923076 2:-1.000000000000000 3:-1.000000000000000 4:-0.05405405405405406 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:0.3538461538461539 2:-1.000000000000000 3:-0.3235294117647058 4:-0.1081081081081081 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:0.1692307692307693 2:-1.000000000000000 3:-0.3235294117647058 4:-0.2162162162162162 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:0.1076923076923078 2:-1.000000000000000 3:-0.3235294117647058 4:-0.08108108108108103 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:-0.01538461538461533 2:-1.000000000000000 3:-0.2058823529411765 4:-0.08108108108108103 5:-1.000000000000000 6:-1.000000000000000 
60.00000000000000 1:0.07692307692307687 2:-1.000000000000000 3:-0.2647058823529411 4:-0.2432432432432432 5:-1.000000000000000 6:-0.2698412698412699 
60.00000000000000 1:0.04615384615384621 2:-1.000000000000000 3:-0.3529411764705882 4:-0.1891891891891891 5:-1.000000000000000 6:-0.3968253968253969 
60.00000000000000 1:0.04615384615384621 2:-1.000000000000000 3:-0.3529411764705882 4:-0.02702702702702697 5:-1.000000000000000 6:-0.3968253968253969 
60.00000000000000 1:0.2307692307692308 2:-1.000000000000000 3:-0.3529411764705882 4:-0.3243243243243243 5:-1.000000000000000 6:-0.3968253968253969 
60.00000000000000 1:0.01538461538461533 2:-1.000000000000000 3:-0.3529411764705882 4:-0.02702702702702697 5:-1.000000000000000 6:-0.3968253968253969 
60.00000000000000 1:-0.1384615384615384 2:-1.000000000000000 3:-0.3529411764705882 4:-0.1621621621621622 5:-1.000000000000000 6:-0.4285714285714286 
60.00000000000000 1:0.1076923076923078 2:-1.000000000000000 3:-0.3529411764705882 4:-0.05405405405405406 5:-1.000000000000000 6:-0.4285714285714286 
60.00000000000000 1:0.04615384615384621 2:-1.000000000000000 3:-0.3529411764705882 4:-0.3513513513513513 5:-1.000000000000000 6:-0.4285714285714286 
60.00000000000000 1:0.01538461538461533 2:-1.000000000000000 3:-0.3529411764705882 4:0.08108108108108114 5:-1.000000000000000 6:-0.4285714285714286 
60.00000000000000 1:0.2000000000000000 2:-1.000000000000000 3:-0.3529411764705882 4:-0.08108108108108103 5:-1.000000000000000 6:-0.4285714285714286 
80.00000000000000 1:-0.4153846153846154 2:-1.000000000000000 3:-1.000000000000000 4:-0.1891891891891891 5:-1.000000000000000 6:-1.000000000000000 
80.00000000000000 1:-0.04615384615384610 2:-1.000000000000000 3:-1.000000000000000 4:-0.1621621621621622 5:-1.000000000000000 6:-1.000000000000000 
80.00000000000000 1:0.1384615384615384 2:-1.000000000000000 3:-1.000000000000000 4:-0.08108108108108103 5:-1.000000000000000 6:-1.000000000000000 
80.00000000000000 1:0.2307692307692308 2:-1.000000000000000 3:-1.000000000000000 4:-0.1891891891891891 5:-1.000000000000000 6:-1.000000000000000 
80.00000000000000 1:0.1692307692307693 2:-1.000000000000000 3:-1.000000000000000 4:-0.3513513513513513 5:-1.000000000000000 6:-0.3968253968253969 
80.00000000000000 1:0.04615384615384621 2:-1.000000000000000 3:-1.000000000000000 4:-0.3243243243243243 5:-1.000000000000000 6:-0.3968253968253969 
80.00000000000000 1:-0.07692307692307687 2:-1.000000000000000 3:-1.000000000000000 4:-0.2432432432432432 5:-1.000000000000000 6:-0.3968253968253969 
80.00000000000000 1:0.04615384615384621 2:-1.000000000000000 3:-1.000000000000000 4:-0.1621621621621622 5:-1.000000000000000 6:-0.3650793650793651 
80.00000000000000 1:-0.07692307692307687 2:-1.000000000000000 3:-1.000000000000000 4:-0.08108108108108103 5:-1.000000000000000 6:-0.3015873015873016 
80.00000000000000 1:0.1076923076923078 2:-1.000000000000000 3:-1.000000000000000 4:-0.2432432432432432 5:-1.000000000000000 6:-0.2698412698412699 
80.00000000000000 1:0.1384615384615384 2:-1.000000000000000 3:-1.000000000000000 4:-0.1621621621621622 5:-1.000000000000000 6:-0.2698412698412699 
80.00000000000000 1:0.3230769230769230 2:-1.000000000000000 3:-1.000000000000000 4:-0.2432432432432432 5:-1.000000000000000 6:-0.2698412698412699 
80.00000000000000 1:0.1076923076923078 2:-1.000000000000000 3:-0.3529411764705882 4:-0.02702702702702697 5:-1.000000000000000 6:-0.2698412698412699 
80.00000000000000 1:-0.1692307692307692 2:-1.000000000000000 3:-0.3529411764705882 4:-0.1081081081081081 5:-1.000000000000000 6:-0.2698412698412699 
80.00000000000000 1:0.04615384615384621 2:-1.000000000000000 3:-0.3235294117647058 4:-0.2432432432432432 5:-1.000000000000000 6:-0.2698412698412699 
