0,-80,-120,-120,-94,-120,-120
0,-88,-120,-120,-86,-120,-120
0,-84,-120,-120,-86,-120,-120
0,-88,-120,-120,-92,-120,-120
0,-91,-120,-120,-85,-120,-120
0,-76,-120,-97,-87,-120,-120
0,-82,-120,-97,-91,-120,-120
0,-84,-120,-97,-86,-120,-120
0,-88,-120,-93,-86,-120,-120
0,-85,-120,-95,-92,-120,-97
0,-86,-120,-98,-90,-120,-101
0,-86,-120,-98,-84,-120,-101
0,-80,-120,-98,-95,-120,-101
0,-87,-120,-98,-84,-120,-101
0,-92,-120,-98,-89,-120,-102
0,-84,-120,-98,-85,-120,-102
0,-86,-120,-98,-96,-120,-102
0,-87,-120,-98,-80,-120,-102
0,-81,-120,-98,-86,-120,-102
0,-101,-120,-120,-90,-120,-120
0,-89,-120,-120,-89,-120,-120
0,-83,-120,-120,-86,-120,-120
0,-80,-120,-120,-90,-120,-120
0,-82,-120,-120,-96,-120,-101
0,-86,-120,-120,-95,-120,-101
0,-90,-120,-120,-92,-120,-101
0,-86,-120,-120,-89,-120,-100
0,-90,-120,-120,-86,-120,-98
0,-84,-120,-120,-92,-120,-97
0,-83,-120,-120,-89,-120,-97
0,-77,-120,-120,-92,-120,-97
0,-84,-120,-98,-84,-120,-97
0,-93,-120,-98,-87,-120,-97
0,-86,-120,-97,-92,-120,-97
0,-91,-120,-97,-85,-120,-97
0,-75,-120,-97,-91,-120,-97
0,-76,-120,-97,-92,-120,-97
0,-88,-120,-97,-83,-120,-97
1,-83,-120,-120,-98,-120,-120
1,-82,-120,-120,-91,-120,-120
1,-88,-120,-120,-94,-120,-120
1,-84,-120,-120,-90,-120,-120
1,-87,-120,-120,-90,-120,-120
1,-83,-120,-120,-90,-120,-120
1,-86,-120,-120,-92,-120,-120
1,-84,-120,-120,-90,-120,-120
1,-81,-120,-120,-101,-120,-120
1,-93,-120,-120,-101,-120,-120
1,-86,-120,-120,-90,-120,-120
1,-89,-120,-120,-90,-120,-120
1,-86,-120,-120,-90,-120,-120
1,-81,-120,-120,-92,-120,-120
1,-81,-120,-120,-90,-120,-120
1,-83,-120,-120,-90,-120,-120
1,-83,-120,-120,-92,-120,-120
1,-86,-120,-120,-99,-120,-120
1,-85,-120,-120,-96,-120,-120
1,-75,-120,-120,-86,-120,-120
1,-74,-120,-120,-86,-120,-97
1,-81,-120,-120,-86,-120,-97
1,-81,-120,-120,-86,-120,-97
1,-81,-120,-120,-88,-120,-97
1,-82,-120,-120,-82,-120,-97
1,-77,-120,-120,-86,-120,-97
1,-81,-120,-120,-80,-120,-97
1,-76,-120,-120,-87,-120,-97
1,-77,-120,-97,-81,-120,-97
1,-82,-120,-97,-90,-120,-97
1,-76,-120,-97,-82,-120,-98
1,-82,-120,-100,-86,-120,-98
1,-75,-120,-100,-94,-120,-100
1,-77,-120,-100,-80,-120,-100
1,-78,-120,-99,-88,-120,-99
1,-75,-120,-99,-87,-120,-99
1,-85,-120,-99,-90,-120,-99
1,-78,-120,-99,-88,-120,-99
