60 1:-80 2:-120 3:-120 4:-94 5:-120 6:-120 
60 1:-88 2:-120 3:-120 4:-86 5:-120 6:-120 
60 1:-84 2:-120 3:-120 4:-86 5:-120 6:-120 
60 1:-88 2:-120 3:-120 4:-92 5:-120 6:-120 
60 1:-91 2:-120 3:-120 4:-85 5:-120 6:-120 
60 1:-76 2:-120 3:-97 4:-87 5:-120 6:-120 
60 1:-82 2:-120 3:-97 4:-91 5:-120 6:-120 
60 1:-84 2:-120 3:-97 4:-86 5:-120 6:-120 
60 1:-88 2:-120 3:-93 4:-86 5:-120 6:-120 
60 1:-85 2:-120 3:-95 4:-92 5:-120 6:-97 
60 1:-86 2:-120 3:-98 4:-90 5:-120 6:-101 
60 1:-86 2:-120 3:-98 4:-84 5:-120 6:-101 
60 1:-80 2:-120 3:-98 4:-95 5:-120 6:-101 
60 1:-87 2:-120 3:-98 4:-84 5:-120 6:-101 
60 1:-92 2:-120 3:-98 4:-89 5:-120 6:-102 
60 1:-84 2:-120 3:-98 4:-85 5:-120 6:-102 
60 1:-86 2:-120 3:-98 4:-96 5:-120 6:-102 
60 1:-87 2:-120 3:-98 4:-80 5:-120 6:-102 
60 1:-81 2:-120 3:-98 4:-86 5:-120 6:-102 
80 1:-101 2:-120 3:-120 4:-90 5:-120 6:-120 
80 1:-89 2:-120 3:-120 4:-89 5:-120 6:-120 
80 1:-83 2:-120 3:-120 4:-86 5:-120 6:-120 
80 1:-80 2:-120 3:-120 4:-90 5:-120 6:-120 
80 1:-82 2:-120 3:-120 4:-96 5:-120 6:-101 
80 1:-86 2:-120 3:-120 4:-95 5:-120 6:-101 
80 1:-90 2:-120 3:-120 4:-92 5:-120 6:-101 
80 1:-86 2:-120 3:-120 4:-89 5:-120 6:-100 
80 1:-90 2:-120 3:-120 4:-86 5:-120 6:-98 
80 1:-84 2:-120 3:-120 4:-92 5:-120 6:-97 
80 1:-83 2:-120 3:-120 4:-89 5:-120 6:-97 
80 1:-77 2:-120 3:-120 4:-92 5:-120 6:-97 
80 1:-84 2:-120 3:-98 4:-84 5:-120 6:-97 
80 1:-93 2:-120 3:-98 4:-87 5:-120 6:-97 
80 1:-86 2:-120 3:-97 4:-92 5:-120 6:-97 
80 1:-91 2:-120 3:-97 4:-85 5:-120 6:-97 
80 1:-75 2:-120 3:-97 4:-91 5:-120 6:-97 
80 1:-76 2:-120 3:-97 4:-92 5:-120 6:-97 
80 1:-88 2:-120 3:-97 4:-83 5:-120 6:-97 
101 1:-83 2:-120 3:-120 4:-98 5:-120 6:-120 
101 1:-82 2:-120 3:-120 4:-91 5:-120 6:-120 
101 1:-88 2:-120 3:-120 4:-94 5:-120 6:-120 
101 1:-84 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-87 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-83 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-86 2:-120 3:-120 4:-92 5:-120 6:-120 
101 1:-84 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-81 2:-120 3:-120 4:-101 5:-120 6:-120 
101 1:-93 2:-120 3:-120 4:-101 5:-120 6:-120 
101 1:-86 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-89 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-86 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-81 2:-120 3:-120 4:-92 5:-120 6:-120 
101 1:-81 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-83 2:-120 3:-120 4:-90 5:-120 6:-120 
101 1:-83 2:-120 3:-120 4:-92 5:-120 6:-120 
101 1:-86 2:-120 3:-120 4:-99 5:-120 6:-120 
101 1:-85 2:-120 3:-120 4:-96 5:-120 6:-120 
81 1:-75 2:-120 3:-120 4:-86 5:-120 6:-120 
81 1:-74 2:-120 3:-120 4:-86 5:-120 6:-97 
81 1:-81 2:-120 3:-120 4:-86 5:-120 6:-97 
81 1:-81 2:-120 3:-120 4:-86 5:-120 6:-97 
81 1:-81 2:-120 3:-120 4:-88 5:-120 6:-97 
81 1:-82 2:-120 3:-120 4:-82 5:-120 6:-97 
81 1:-77 2:-120 3:-120 4:-86 5:-120 6:-97 
81 1:-81 2:-120 3:-120 4:-80 5:-120 6:-97 
81 1:-76 2:-120 3:-120 4:-87 5:-120 6:-97 
81 1:-77 2:-120 3:-97 4:-81 5:-120 6:-97 
81 1:-82 2:-120 3:-97 4:-90 5:-120 6:-97 
81 1:-76 2:-120 3:-97 4:-82 5:-120 6:-98 
81 1:-82 2:-120 3:-100 4:-86 5:-120 6:-98 
81 1:-75 2:-120 3:-100 4:-94 5:-120 6:-100 
81 1:-77 2:-120 3:-100 4:-80 5:-120 6:-100 
81 1:-78 2:-120 3:-99 4:-88 5:-120 6:-99 
81 1:-75 2:-120 3:-99 4:-87 5:-120 6:-99 
81 1:-85 2:-120 3:-99 4:-90 5:-120 6:-99 
81 1:-78 2:-120 3:-99 4:-88 5:-120 6:-99 
61 1:-83 2:-120 3:-120 4:-85 5:-120 6:-120 
61 1:-84 2:-120 3:-120 4:-92 5:-120 6:-120 
61 1:-81 2:-120 3:-120 4:-94 5:-120 6:-120 
61 1:-75 2:-120 3:-120 4:-87 5:-120 6:-120 
61 1:-74 2:-120 3:-120 4:-82 5:-120 6:-120 
61 1:-75 2:-120 3:-120 4:-88 5:-120 6:-120 
61 1:-72 2:-120 3:-101 4:-89 5:-120 6:-120 
61 1:-77 2:-120 3:-101 4:-88 5:-120 6:-120 
61 1:-85 2:-120 3:-101 4:-87 5:-120 6:-120 
61 1:-73 2:-120 3:-101 4:-92 5:-120 6:-120 
61 1:-73 2:-120 3:-101 4:-80 5:-120 6:-120 
61 1:-85 2:-120 3:-101 4:-88 5:-120 6:-120 
61 1:-71 2:-120 3:-101 4:-90 5:-120 6:-120 
